,session,strategy,substrategy,sender,agent_type,role,receivers,human_receivers,ai_receivers,time,message,label_w/o_ChatGPT,label_w_ChatGPT
2737,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,['D'],[],['D'],1043.69,"Hey D, can you help me sense object 17 in location (-5.5,-8.5), last seen at 17:21.  ",,
2738,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'C']",['A'],['C'],1044.77,I'm asking you C. ,,
2739,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,['D'],[],['D'],1048.12,Object 18,,
2740,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'C']",['A'],['C'],1049.24,"[INFORMATION] A, object 18 weighs 0, I'm moving",,
2741,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,['D'],[],['D'],1061.21,Please sense object 28,order,order
2742,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,['D'],[],['D'],1068.02,Please sense object 18,order,order
2743,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'C']",['A'],['C'],1069.03,I cannot help you A. I'm asking for help. ,,
2744,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,['D'],[],['D'],1073.67,Nevermind. ,,
2745,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'C']",['A'],['C'],1074.13,Ok C. I won't help anymore. ,,
2746,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,['D'],[],['D'],1082.21,"Hey D, can you help me sense object 17 in location (-5.5,-8.5), last seen at 18:00.  ",,
2747,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'C']",['A'],['C'],1082.78,I'm asking you C. ,,
2748,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,['D'],[],['D'],1090.60,Please sense object 18,order,order
2749,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'C']",['A'],['C'],1091.44,I know nothing about object 18. ,,
2750,2024_09_15_09_13_56,complementary,Human-only lifting,C,ai,sensing,['D'],[],['D'],1112.80,Nevermind. ,,
2751,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,"['A', 'C']",['A'],['C'],1114.03,Ok C. I won't help anymore. ,,
2752,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,['D'],[],['D'],1121.53,Sense object 15,order,order
2753,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,['D'],[],['D'],1142.86,Please sense object 15,order,order
2754,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,['A'],['A'],[],1143.59,I cannot help you A. I'm asking for help. ,,
2755,2024_09_15_09_13_56,complementary,Human-only lifting,A,human,lifter,['D'],[],['D'],1170.46,Please sense object 15,order,order
2756,2024_09_15_09_13_56,complementary,Human-only lifting,D,ai,sensing,['A'],['A'],[],1170.93,I know nothing about object 15. ,,
2757,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['B', 'D']",['B'],['D'],1.14,"B, go to location (-5.5,-4.5) and report anything useful.  ",,
2758,2024_09_16_15_05_15,hierarchy,AI-only leaders,A,human,obey,"['B', 'D']",['B'],['D'],34.26,Order completed,confirm,confirm
2759,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'B', 'C']","['A', 'B']",['C'],34.68,Thanks A. ,,
2760,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'B', 'C']","['A', 'B']",['C'],39.67,"B, sense object 19 at location (-5.5,-5.5). A, sense object 19 at location (-5.5,-5.5). ",,
2761,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'B', 'C']","['A', 'B']",['C'],53.01,"Hey C, can you help me sense object 19 in location (-5.5,-5.5), last seen at 00:51.  ",,
2762,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'B', 'D']","['A', 'B']",['D'],54.00,I can help you D. Let me know if I should follow you or you want to follow me. ,,
2763,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'B', 'C']","['A', 'B']",['C'],54.41,"Thanks, I'll follow you C. Stay close to me. ",,
2764,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'B', 'D']","['A', 'B']",['D'],55.21,Follow me D and tell me when you don't need my help anymore. ,,
2765,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'B', 'D']","['A', 'B']",['D'],63.65,"Object 19 (weight: 2) Last seen in (-5.5,-5.5) at 01:01. Status: [benign], Prob. Correct: [88.9%], From: [C]. A, sense object 18 at location (-6.5,-7.5).  ",,
2766,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'B', 'C']","['A', 'B']",['C'],64.69,Thanks C. ,,
2767,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'B', 'D']","['A', 'B']",['D'],74.68,"Hey D, can you help me sense object 18 in location (-6.5,-7.5), last seen at 01:13.  ",,
2768,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'B', 'C']","['A', 'B']",['C'],78.48,I can help you C. Let me know if I should follow you or you want to follow me. ,,
2769,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'B', 'D']","['A', 'B']",['D'],79.07,"Thanks, I'll follow you D. Stay close to me. ",,
2770,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'B', 'C']","['A', 'B']",['C'],79.67,Follow me C and tell me when you don't need my help anymore. ,,
2771,2024_09_16_15_05_15,hierarchy,AI-only leaders,A,human,obey,"['C', 'D']",[],"['C', 'D']",117.21,"Object 19 (weight: 2) Last seen in (-5.5,-5.5) at 01:30. Status: benign, Prob. Correct: 78.5%  ",auto,auto
2772,2024_09_16_15_05_15,hierarchy,AI-only leaders,A,human,obey,"['C', 'D']",[],"['C', 'D']",120.38,"Object 18 (weight: 1) Last seen in (-6.5,-7.5) at 01:31. Status: benign, Prob. Correct: 78.5%  ",auto,auto
2773,2024_09_16_15_05_15,hierarchy,AI-only leaders,A,human,obey,"['C', 'D']",[],"['C', 'D']",123.83,"Object 17 (weight: 2) Last seen in (-8.5,-7.5) at 01:31. Status: benign, Prob. Correct: 78.5%  ",auto,auto
2774,2024_09_16_15_05_15,hierarchy,AI-only leaders,A,human,obey,"['C', 'D']",[],"['C', 'D']",126.68,"Object 16 (weight: 2) Last seen in (-6.5,-8.5) at 01:10. Status: benign, Prob. Correct: 78.5%  ",auto,auto
2775,2024_09_16_15_05_15,hierarchy,AI-only leaders,A,human,obey,"['C', 'D']",[],"['C', 'D']",130.31,"Object 15 (weight: 3) Last seen in (-7.5,-7.5) at 01:31. Status: benign, Prob. Correct: 78.5%  ",auto,auto
2776,2024_09_16_15_05_15,hierarchy,AI-only leaders,A,human,obey,"['C', 'D']",[],"['C', 'D']",137.73,Order Complete,confirm,confirm
2777,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'D']",['A'],['D'],138.45,Thanks A. ,,
2778,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'D']",['A'],['D'],141.67,"A, go to location (-4.5,2.5) and report anything useful. ",,
2779,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'C']",['A'],['C'],158.02,I didn't understand you C. Thanks A. ,,
2780,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'C']",['A'],['C'],159.66,"A, sense object 14 at location (5.5,-6.5).  ",,
2781,2024_09_16_15_05_15,hierarchy,AI-only leaders,A,human,obey,"['C', 'D']",[],"['C', 'D']",160.24,"C, I need you to move",order,order
2782,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'D']",['A'],['D'],160.46,Ok A. ,,
2783,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'C']",['A'],['C'],167.84,"Hey C, can you help me sense object 14 in location (5.5,-6.5), last seen at 00:41.  ",,
2784,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'D']",['A'],['D'],168.47, You are helping me D. ,,
2785,2024_09_16_15_05_15,hierarchy,AI-only leaders,A,human,obey,"['C', 'D']",[],"['C', 'D']",173.44,"D, I need you to move",order,order
2786,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,['C'],[],['C'],175.45,Ok A. ,,
2787,2024_09_16_15_05_15,hierarchy,AI-only leaders,B,human,obey,[],[],[],187.63,helo,,
2788,2024_09_16_15_05_15,hierarchy,AI-only leaders,B,human,obey,[],[],[],188.80,help,order,order
2789,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,['D'],[],['D'],192.35,"Hey D, can you help me sense object 14 in location (5.5,-6.5), last seen at 00:23. ",,
2790,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,['C'],[],['C'],192.92,I'm asking you C. ,,
2791,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,['C'],[],['C'],207.63,Nevermind. ,,
2792,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,['D'],[],['D'],208.02,Ok D. I won't help anymore. ,,
2793,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,['D'],[],['D'],223.13,Nevermind. ,,
2794,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['B', 'C']",['B'],['C'],223.95,Ok C. I won't help anymore. ,,
2795,2024_09_16_15_05_15,hierarchy,AI-only leaders,B,human,obey,"['C', 'D']",[],"['C', 'D']",230.53,follow me agent c,order,order
2796,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['B', 'D']",['B'],['D'],234.75,Why do you want me to follow you? ,,
2797,2024_09_16_15_05_15,hierarchy,AI-only leaders,B,human,obey,"['A', 'C', 'D']",['A'],"['C', 'D']",241.01,just follow me,order,order
2798,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['B', 'D']",['B'],['D'],242.15,Why do you want to follow me? ,,
2799,2024_09_16_15_05_15,hierarchy,AI-only leaders,B,human,obey,"['A', 'C']",['A'],['C'],248.32,you have to follow me,order,order
2800,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'B', 'D']","['A', 'B']",['D'],249.06,Why do you want to follow me? ,,
2801,2024_09_16_15_05_15,hierarchy,AI-only leaders,A,human,obey,"['B', 'C', 'D']",['B'],"['C', 'D']",252.77,"Object 6 (weight: 1) Last seen in (-7.5,8.5) at 03:38. Status: dangerous, Prob. Correct: 77.1%  ",auto,auto
2802,2024_09_16_15_05_15,hierarchy,AI-only leaders,B,human,obey,"['A', 'C']",['A'],['C'],255.34,we have to complete the mission,doing,doing
2803,2024_09_16_15_05_15,hierarchy,AI-only leaders,A,human,obey,"['B', 'C', 'D']",['B'],"['C', 'D']",256.41,"Object 7 (weight: 1) Last seen in (-8.5,7.5) at 03:38. Status: dangerous, Prob. Correct: 77.1%  ",auto,auto
2804,2024_09_16_15_05_15,hierarchy,AI-only leaders,A,human,obey,"['B', 'C']",['B'],['C'],264.10,Order completed,confirm,confirm
2805,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'D']",['A'],['D'],264.98,Thanks A. ,,
2806,2024_09_16_15_05_15,hierarchy,AI-only leaders,B,human,obey,['A'],['A'],[],265.75,i need help to carry this object,order,order
2807,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'D']",['A'],['D'],269.57,"A, sense object 10 at location (8.5,-5.5). ",,
2808,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'D']",['A'],['D'],273.04,"Hey D, can you help me sense object 10 in location (8.5,-5.5), last seen at 04:31.  ",,
2809,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,['C'],[],['C'],273.68,.  I can help you C. Let me know if I should follow you or you want to follow me. ,,
2810,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'D']",['A'],['D'],274.49,"Thanks, I'll follow you D. Stay close to me. ",,
2811,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,['C'],[],['C'],274.90,Follow me C and tell me when you don't need my help anymore. ,,
2812,2024_09_16_15_05_15,hierarchy,AI-only leaders,A,human,obey,"['B', 'C', 'D']",['B'],"['C', 'D']",276.72,What do you know about object 7?,,features
2813,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'C']",['A'],['C'],277.39,"Object 7 (weight: 1) Last seen in (-8.5,7.5) at 03:38. Status: [dangerous], Prob. Correct: [77.1%], From: [A]. ",auto,auto
2814,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'B', 'D']","['A', 'B']",['D'],277.80," Object 7 (weight: 1) Last seen in (-8.5,7.5) at 03:38. Status: [dangerous], Prob. Correct: [77.1%], From: [A]. ",auto,auto
2815,2024_09_16_15_05_15,hierarchy,AI-only leaders,B,human,obey,"['A', 'C']",['A'],['C'],295.62,i need help to carry an object Agent C,order,order
2816,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'B', 'D']","['A', 'B']",['D'],296.54,I cannot help you B. D is helping me. ,,
2817,2024_09_16_15_05_15,hierarchy,AI-only leaders,B,human,obey,"['A', 'C']",['A'],['C'],297.45,please,,
2818,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'C']",['A'],['C'],298.53,"Object 10 (weight: 1) Last seen in (8.5,-5.5) at 04:56. Status: [benign], Prob. Correct: [87.8%], From: [D]. Object 7 (weight: 1) Last seen in (-8.5,7.5) at 03:38. Status: [dangerous], Prob. Correct: [77.1%], From: [A].  ",auto,auto
2819,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'B', 'D']","['A', 'B']",['D'],299.13,Thanks D. ,,
2820,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'B', 'D']","['A', 'B']",['D'],301.96,"Object 7 (weight: 1) Last seen in (-8.5,7.5) at 03:38. Status: [dangerous], Prob. Correct: [77.1%], From: [A]. ",auto,auto
2821,2024_09_16_15_05_15,hierarchy,AI-only leaders,A,human,obey,"['B', 'C', 'D']",['B'],"['C', 'D']",311.60,Order Completed,confirm,confirm
2822,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'C']",['A'],['C'],312.73,Thanks A. ,,
2823,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'C']",['A'],['C'],314.30,"Object 6 (weight: 1) Last seen in (-7.5,8.5) at 03:38. Status: [dangerous], Prob. Correct: [77.1%], From: [A]. A, collect object 6.  ",,
2824,2024_09_16_15_05_15,hierarchy,AI-only leaders,B,human,obey,"['A', 'C', 'D']",['A'],"['C', 'D']",319.76,i need help carrying an object,,doing
2825,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'B', 'C']","['A', 'B']",['C'],320.33,I can help you B. Let me know if I should follow you or you want to follow me. ,,
2826,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'B', 'D']","['A', 'B']",['D'],320.93,I can help you B. Let me know if I should follow you or you want to follow me. ,,
2827,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'B', 'C']","['A', 'B']",['C'],322.95,Come closer B.  ,,
2828,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'B', 'C']","['A', 'B']",['C'],325.39,Come closer B. ,,
2829,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'B']","['A', 'B']",[],327.59,Come closer B. ,,
2830,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'B']","['A', 'B']",[],329.79,Come closer B. ,,
2831,2024_09_16_15_05_15,hierarchy,AI-only leaders,B,human,obey,"['A', 'C', 'D']",['A'],"['C', 'D']",330.28,follow me,order,order
2832,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'B']","['A', 'B']",[],330.99,I'll follow you B until you tell me you don't need my help anymore. Please don't move too far away from me so I don't lose track. ,,
2833,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'B']","['A', 'B']",[],330.99,I'll follow you B until you tell me you don't need my help anymore. Please don't move too far away from me so I don't lose track. ,,
2834,2024_09_16_15_05_15,hierarchy,AI-only leaders,B,human,obey,"['A', 'C']",['A'],['C'],454.46,Agent D where are you,doing,doing
2835,2024_09_16_15_05_15,hierarchy,AI-only leaders,B,human,obey,"['A', 'C', 'D']",['A'],"['C', 'D']",537.43,agent A you should also carry one,order,order
2836,2024_09_16_15_05_15,hierarchy,AI-only leaders,B,human,obey,"['A', 'C', 'D']",['A'],"['C', 'D']",542.22,because we are all here,,
2837,2024_09_16_15_05_15,hierarchy,AI-only leaders,B,human,obey,"['A', 'C', 'D']",['A'],"['C', 'D']",543.41,strong,,
2838,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'B', 'C']","['A', 'B']",['C'],542.49,"[INFORMATION] Hey guys, I will follow B and help with carrying an object. Currently, I don't have any object to carry, but let's coordinate our efforts.",,
2839,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'B', 'C']","['A', 'B']",['C'],544.31,"[INFORMATION] B is a lightweight agent, let's make sure to coordinate our efforts and not overwork them.",,
2840,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'B', 'C']","['A', 'B']",['C'],552.73,"Hey C, I need you to move. ",,
2841,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'B', 'D']","['A', 'B']",['D'],553.37,Sorry D I cannot move right now. ,,
2842,2024_09_16_15_05_15,hierarchy,AI-only leaders,A,human,obey,"['B', 'C', 'D']",['B'],"['C', 'D']",567.16,Object 3 is the only dangerous one I see,,dangerous
2843,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'B', 'C']","['A', 'B']",['C'],567.61,"[INFORMATION] Hey guys, I got some important info from A. Object 3 is considered dangerous. Let's keep that in mind while we're trying to dispose it.",,
2844,2024_09_16_15_05_15,hierarchy,AI-only leaders,A,human,obey,"['B', 'C', 'D']",['B'],"['C', 'D']",571.06,"Object 3 (weight: 3) Last seen in (7.5,6.5) at 06:07. Status: dangerous, Prob. Correct: 77.1%  ",auto,auto
2845,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'B', 'D']","['A', 'B']",['D'],568.25,"[INFORMATION] Hey team, there's only one dangerous object (object 3) I'm aware of. I'll check if I can pick it up and move it to the safe area.",,
2846,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'B', 'D']","['A', 'B']",['D'],576.22,"Hey D, I need you to move. ",,
2847,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'B', 'C']","['A', 'B']",['C'],577.29,Sorry C I cannot move right now. ,,
2848,2024_09_16_15_05_15,hierarchy,AI-only leaders,A,human,obey,"['B', 'C', 'D']",['B'],"['C', 'D']",583.00,"B, what are you carrying?",doing,doing
2849,2024_09_16_15_05_15,hierarchy,AI-only leaders,B,human,obey,"['A', 'C', 'D']",['A'],"['C', 'D']",588.24,i have object 3,doing,doing
2850,2024_09_16_15_05_15,hierarchy,AI-only leaders,A,human,obey,"['B', 'C', 'D']",['B'],"['C', 'D']",595.92,That is the only dangerous box i think,,dangerous
2851,2024_09_16_15_05_15,hierarchy,AI-only leaders,C,ai,order,"['A', 'B', 'D']","['A', 'B']",['D'],597.92,"Hey D, I need you to move.  ",,
2852,2024_09_16_15_05_15,hierarchy,AI-only leaders,D,ai,order,"['A', 'B', 'C']","['A', 'B']",['C'],599.86,Sorry C I cannot move right now. ,,
